Id,Price
5067,695785.2148513794
3722,813156.5756225586
6820,1772960.5144348145
3103,659453.474571228
2820,905547.942276001
6369,1492417.306777954
943,1584025.6355438232
4954,1631016.039199829
6294,1206367.0378875732
6372,758151.8363876343
6376,2111989.9373931885
999,1942057.0377349854
819,943192.3001327515
1053,849703.0476303101
1030,1197358.975578308
4824,1823538.4935455322
3612,1060080.08278656
6366,879584.7510147095
5117,1070100.1379470825
5039,657102.7302932739
334,1775663.4838180542
2945,847073.6007919312
298,972454.4004592896
472,1882750.8665008545
5788,850652.2423706055
4015,478083.8983001709
3639,843251.7333526611
785,1023608.8991012573
344,2063732.940109253
6731,883631.285194397
4482,774901.3069458008
1415,1281136.2141036987
1262,1079188.3849258423
5642,1209633.537536621
449,566062.8423156738
5110,578295.0960159302
3007,837252.3609924316
205,1052527.8416748047
1353,1687337.4544372559
4638,1031794.0057220459
4356,665095.5415496826
3734,609146.5058135986
6630,851148.5360412598
578,798874.9649734497
1398,1255087.4059829712
1140,783916.651435852
2006,1408935.9314956665
6687,862982.7075576782
585,1592208.655570984
1116,918652.8765869141
3356,1412887.0266113281
525,1401808.9495010376
5720,369372.66342926025
4938,651254.9617004395
5294,1027271.5743103027
4880,1453946.2307281494
3446,456512.290977478
5772,936636.2851257324
4214,625677.1272506714
891,1492578.2374572754
5523,549190.4041290283
4000,1544922.8158493042
6179,1124258.4844207764
3049,2180224.2466049194
5400,902991.3876571655
2049,715856.6587753296
2629,659168.6236953735
6449,1320863.5765609741
2043,754388.4383926392
2553,500693.2397079468
5153,1475809.4974441528
4905,820357.2774276733
6326,562553.9807052612
4229,964028.2889785767
1136,1251178.3907318115
4981,321427.7615737915
1051,555762.3008728027
5742,988433.236038208
4863,1172486.6137161255
3640,2402127.248474121
3077,2060226.2033462524
1707,782245.589263916
1661,556208.72265625
4697,808158.1426773071
161,2973901.6544036865
1725,1286581.3962173462
5862,830890.6097488403
6044,2013536.0092849731
4463,912322.1779327393
3429,4233139.023429871
2242,780842.3896179199
6395,1215989.8315734863
691,1167536.9873886108
5296,783566.6408538818
1420,893974.8308181763
4290,1781808.4499435425
6155,1162988.8387527466
6799,1294159.5529251099
465,1427296.9826202393
1122,894827.805015564
2419,548242.2324447632
1231,760770.9447937012
4408,370395.8089065552
527,1242037.279510498
175,335679.0684738159
5871,529510.7119522095
6351,1715438.0167160034
3550,475590.2540512085
5626,717458.9192123413
4084,553118.6705093384
1307,1158248.0976638794
3659,1220875.018196106
4711,594467.5390548706
1080,848635.2233200073
379,1963059.6958084106
4975,418698.623085022
6368,1393128.368019104
2148,529690.734703064
2444,909292.6425933838
5660,29448.841926574707
172,1267892.470275879
6659,1174331.6816558838
1266,382840.4486541748
5676,723801.9922714233
6113,976150.4293899536
6762,773435.8243942261
3234,565351.0906600952
6540,1631695.5425567627
4265,216493.6655960083
5019,1101713.4839324951
3754,693653.59715271
4920,1783507.7506713867
5037,686145.3667449951
3772,610334.6640472412
2789,1213232.359588623
5648,246514.8388748169
4434,1039288.0635604858
2431,1293014.2810211182
558,653049.2550354004
2222,901675.406578064
5877,1143230.165725708
3293,531705.401725769
6108,835717.0449371338
2611,1961196.3317108154
2088,1620615.7460403442
5388,1694462.0311279297
1159,721567.9887771606
5622,752081.5510787964
3821,844767.7089614868
2516,1268019.2911605835
5739,616954.4149627686
5506,2092127.6997833252
6628,545168.7834777832
5883,2334603.5360336304
1727,1030964.4746627808
2375,393100.4993209839
1645,404554.2805557251
377,2296167.01877594
5307,-208721.25463867188
1600,818429.4850540161
6413,600484.9368286133
6204,1591376.418258667
1713,1131567.678604126
5629,377752.88671875
2853,629402.9835281372
4159,510559.8271636963
3184,450536.50718688965
3894,389398.91680145264
1649,541132.5520401001
2310,1077963.9957351685
6717,1465742.744544983
654,1365538.6713562012
6304,784574.8635559082
1926,718190.9431533813
4509,1183986.3223876953
687,913666.9861907959
3464,591778.1658248901
4459,415232.2658691406
4180,435031.5597229004
4539,1316233.7457962036
3586,413519.04974365234
6436,1097906.3522644043
6648,1175285.2212982178
2002,2514308.1395874023
833,870235.736541748
369,4279060.862724304
548,534393.8760223389
2513,1050432.5354766846
2330,1112432.0353393555
5878,1701986.7385406494
4371,1095500.945137024
5196,453727.7785720825
1539,1613305.1517868042
1804,647575.9134750366
4732,465407.60943603516
5789,351684.10343933105
5300,1016092.9083557129
5478,1628615.6766967773
5299,1716306.8178482056
111,660465.567451477
3389,953782.0817184448
2108,1136970.910369873
485,981218.4979858398
5405,997568.8359069824
4588,436571.479888916
2666,1019589.1644439697
4332,589933.1741027832
6165,649746.5510101318
5305,752326.262008667
1806,1095948.181678772
2958,1810812.989517212
4383,774135.3993835449
348,2300386.3609848022
5212,1279378.027015686
2050,492516.60578918457
665,2306828.034866333
4029,1064742.7642669678
3665,1034353.8860549927
2322,634146.5239105225
5386,653471.8726882935
6321,1021590.6022033691
5515,1829595.9187469482
1604,472715.97774505615
1854,1978698.2679138184
1551,2978418.0486450195
6655,671702.5314407349
6320,584557.2689361572
256,874199.3444595337
1279,781589.6649475098
3343,1563715.1083526611
4968,3020747.8890151978
352,1776045.5255584717
1380,1582557.1216201782
250,509993.07804870605
6025,982083.5493011475
1232,2175384.792663574
137,1909167.680557251
563,728034.8316497803
2289,1397965.4175796509
1316,1683378.8563156128
2462,1251134.0577087402
5900,652856.1981811523
3319,587874.1496963501
1035,1211259.1181640625
2146,750296.7078704834
3925,698921.6533355713
1678,621560.7482299805
160,907155.8083724976
2595,2625466.7466430664
4598,946283.2508621216
1317,1342829.0980300903
5658,1168218.331954956
4896,2609402.8163986206
4109,636336.4221191406
6623,586063.9070663452
6212,916057.9666442871
719,1963339.221961975
1715,689048.3417739868
3487,730872.9817733765
541,759796.9435043335
5563,2531326.7245025635
5723,1248853.7784118652
6444,998585.37474823
3119,1322950.2703933716
2801,815066.1305618286
6809,479945.52281188965
3129,797960.9815826416
2370,1238658.6294937134
2567,709856.3084335327
857,637276.2989349365
4577,403824.0396347046
1409,3293442.5411071777
1970,591177.4529876709
1184,1093998.083015442
840,1277112.7800674438
2766,545745.8185501099
488,755213.302482605
5913,1651801.921447754
6795,998223.7344055176
3876,1902018.351966858
553,722175.389755249
2164,1159716.1430892944
6633,682019.5862350464
2086,670237.4637451172
2459,1086920.7308273315
6591,458542.3986053467
5383,739742.8426818848
1240,2043287.8595809937
3743,1721863.35546875
2197,259859.87306976318
947,1291007.179222107
902,2569760.606803894
4885,931212.1265716553
945,684000.749206543
4453,1406364.6891021729
6379,2958509.519920349
898,1421943.5440444946
1908,1081519.1164169312
5494,425296.6539001465
689,1009402.6905593872
1236,-627579.631980896
2203,1577446.1416397095
1297,401050.3264541626
3143,492549.61669158936
3668,573523.8193283081
6345,1145402.6120529175
685,1088724.455116272
2011,2779683.527130127
3819,904185.5691680908
2780,587030.1504058838
2529,855788.8097839355
1597,702533.3956375122
3701,1448035.1262283325
1873,1185259.716835022
1562,2665882.054962158
3771,2605217.6165161133
2305,505267.2862930298
663,2861420.100654602
4483,1242095.1861572266
2994,773913.0828170776
2980,656359.0834503174
6744,738392.7407073975
2362,697438.5992050171
4552,1409416.7021102905
3116,724922.1412658691
1528,789080.8187408447
5572,1702456.0610809326
5644,1354565.8275909424
2190,240892.0132675171
4451,991383.973449707
6317,2822115.972892761
568,1423826.726699829
6164,1563778.1654052734
1377,298943.4258117676
6747,1609197.932067871
2381,633820.3874588013
5414,576918.9787445068
3258,658451.2490158081
5503,1281194.3721618652
2076,550488.7819671631
690,858157.3578872681
4092,1741793.2153015137
5309,1979938.0196533203
4255,3768709.1039886475
2689,896249.2933197021
4630,547637.4017868042
6679,435969.7098007202
593,2937318.326446533
1350,586485.1387710571
612,482435.0327453613
2408,1187327.6835250854
644,1942061.1085510254
5216,566076.533706665
5520,-286383.330368042
725,1098655.8573608398
1966,522121.6392059326
1875,756485.2088851929
2784,447962.80380249023
927,1081304.0127868652
2632,642813.5111923218
5259,537615.2054367065
4678,912458.7347717285
2504,924517.8443145752
4978,3246481.2221450806
5075,497291.91764068604
6405,1134560.8440856934
3927,588629.3989868164
460,854782.9907684326
5407,1545142.3922653198
1898,672738.562461853
782,1141089.539894104
2920,647769.1880493164
4852,1888872.5711669922
6600,2483041.1763153076
5981,499899.0701904297
4072,1440852.1796188354
3726,780692.4229660034
4541,1410726.5834197998
5602,612888.9880218506
4977,1022635.069984436
1135,939942.4912185669
5828,1420121.0524749756
836,891716.402671814
5584,635183.8961029053
694,1078864.8760604858
739,2032847.0705718994
1219,1985996.9900054932
1024,1079176.0491714478
576,1410851.6076278687
5293,675220.6558837891
4936,1085278.2394256592
279,541371.5076370239
4844,483916.62882232666
6549,1639392.3730239868
5228,1107027.6242675781
4166,736446.6726608276
269,897548.3031539917
4033,1298423.5558242798
3866,1586041.4514541626
24,649022.9061355591
2757,928289.5491027832
5288,645822.8102722168
953,562008.2074356079
4296,1814106.8487625122
4017,694014.7328414917
